basis_direction_1_coef,basis_direction_2_coef,S_cov
0.575,-0.8816666666666666,0.3819309844409955
0.6133333333333333,-0.8816666666666666,0.40146967239456705
0.6516666666666666,-0.8816666666666666,0.4195940420295708
0.69,-0.8816666666666666,0.43613582223517383
0.7283333333333333,-0.8816666666666666,0.4513779926047245
0.7666666666666666,-0.8816666666666666,0.46575565369464206
0.8049999999999999,-0.8816666666666666,0.47935732921606655
0.8433333333333333,-0.8816666666666666,0.4920738455671164
0.8816666666666664,-0.8816666666666666,0.5038415562872102
0.9199999999999999,-0.8816666666666666,0.5146940726161124
0.9583333333333335,-0.8816666666666666,0.5247316971080509
0.9966666666666666,-0.8816666666666666,0.5340652183930541
1.0349999999999997,-0.8816666666666666,0.5427759826825558
1.0733333333333333,-0.8816666666666666,0.550914077649956
1.1116666666666668,-0.8816666666666666,0.5585172602261397
1.15,-0.8816666666666666,0.5656261322677251
-1.15,-0.8433333333333333,0.7062811881096892
-1.1116666666666666,-0.8433333333333333,0.7036256016354732
-1.0733333333333333,-0.8433333333333333,0.7007686476615361
-1.035,-0.8433333333333333,0.6977014068092596
-0.9966666666666666,-0.8433333333333333,0.694418143976819
-0.9583333333333333,-0.8433333333333333,0.6909126383050364
-0.9199999999999999,-0.8433333333333333,0.6871724364867271
-0.8816666666666666,-0.8433333333333333,0.6831735475069978
-0.8433333333333333,-0.8433333333333333,0.6788822110436632
-0.8049999999999999,-0.8433333333333333,0.6742697420068592
-0.7666666666666666,-0.8433333333333333,0.6693268345624321
-0.7283333333333333,-0.8433333333333333,0.6640583482356035
-0.69,-0.8433333333333333,0.6584666698833209
-0.6516666666666666,-0.8433333333333333,0.6525227413435153
-0.6133333333333333,-0.8433333333333333,0.6461651276063868
-0.575,-0.8433333333333333,0.6394033706988932
-0.5366666666666666,-0.8433333333333333,0.6322139791936802
-0.4983333333333333,-0.8433333333333333,0.6245454570300143
-0.45999999999999996,-0.8433333333333333,0.616541496207273
-0.42166666666666663,-0.8433333333333333,0.6079371962964609
-0.3833333333333333,-0.8433333333333333,0.5996225113231354
-0.345,-0.8433333333333333,0.5915635623019253
-0.30666666666666664,-0.8433333333333333,0.5834301185518626
-0.2683333333333333,-0.8433333333333333,0.575930134054454
-0.22999999999999998,-0.8433333333333333,0.5644173425306754
-0.19166666666666665,-0.8433333333333333,0.5402505386852333
-0.15333333333333332,-0.8433333333333333,0.5023103441239419
-0.11499999999999999,-0.8433333333333333,0.4485128308277948
-0.07666666666666666,-0.8433333333333333,0.3789627392638618
-0.03833333333333333,-0.8433333333333333,0.2916336703267693
0.0,-0.8433333333333333,0.19272366742584887
0.03833333333333333,-0.8433333333333333,0.16457420703765305
0.07666666666666666,-0.8433333333333333,0.1456146296373038
